LandisData "Climate Data"								

ClimateTable								
>>Eco	Time	Month	AvgMinT	AvgMaxT	StdDevT	AvgPpt	StdDevPpt	PAR
7	50	12	-6.06	4.27	1.82	14.09	3.40	0.00
8	50	1	-10.36	0.25	2.22	8.16	2.51	0.00
8	50	2	-9.39	0.77	2.33	10.55	2.94	0.00
8	50	3	-2.62	8.78	1.66	9.00	2.02	0.00
8	50	4	6.05	16.94	1.45	12.76	3.82	0.00
8	50	5	12.51	24.43	1.28	8.80	2.69	0.00
8	50	6	17.15	28.77	1.44	8.31	2.55	0.00
8	50	7	20.34	31.18	1.19	17.17	4.52	0.00
8	50	8	20.89	31.13	1.51	6.48	2.56	0.00
8	50	9	16.56	27.91	1.47	5.52	1.55	0.00
8	50	10	8.76	20.96	1.77	8.73	2.91	0.00
8	50	11	1.45	12.43	1.59	15.77	5.39	0.00
8	50	12	-6.06	4.27	1.82	14.09	3.40	0.00
2	55	1	-6.91	3.70	2.22	13.07	3.96	0.00
2	55	2	-6.06	4.09	2.33	10.65	2.98	0.00
2	55	3	-0.82	10.59	1.66	11.17	2.47	0.00
2	55	4	6.94	17.83	1.45	8.50	2.53	0.00
2	55	5	13.57	25.49	1.27	6.06	1.89	0.00
2	55	6	18.39	30.01	1.44	11.31	3.29	0.00
2	55	7	21.61	32.45	1.19	9.69	2.54	0.00
2	55	8	22.33	32.57	1.51	6.58	2.52	0.00
2	55	9	17.63	28.98	1.47	6.31	1.76	0.00
2	55	10	8.72	20.92	1.77	10.86	3.60	0.00
2	55	11	1.18	12.16	1.59	15.50	5.27	0.00
2	55	12	-4.56	5.76	1.82	19.38	4.59	0.00
3	55	1	-6.91	3.70	2.22	13.07	3.96	0.00
3	55	2	-6.06	4.09	2.33	10.65	2.98	0.00
3	55	3	-0.82	10.59	1.66	11.17	2.47	0.00
3	55	4	6.94	17.83	1.45	8.50	2.53	0.00
3	55	5	13.57	25.49	1.27	6.06	1.89	0.00
3	55	6	18.39	30.01	1.44	11.31	3.29	0.00
3	55	7	21.61	32.45	1.19	9.69	2.54	0.00
3	55	8	22.33	32.57	1.51	6.58	2.52	0.00
3	55	9	17.63	28.98	1.47	6.31	1.76	0.00
3	55	10	8.72	20.92	1.77	10.86	3.60	0.00
3	55	11	1.18	12.16	1.59	15.50	5.27	0.00
3	55	12	-4.56	5.76	1.82	19.38	4.59	0.00
4	55	1	-6.91	3.70	2.22	13.07	3.96	0.00
4	55	2	-6.06	4.09	2.33	10.65	2.98	0.00
4	55	3	-0.82	10.59	1.66	11.17	2.47	0.00
4	55	4	6.94	17.83	1.45	8.50	2.53	0.00
4	55	5	13.57	25.49	1.27	6.06	1.89	0.00
4	55	6	18.39	30.01	1.44	11.31	3.29	0.00
4	55	7	21.61	32.45	1.19	9.69	2.54	0.00
4	55	8	22.33	32.57	1.51	6.58	2.52	0.00
4	55	9	17.63	28.98	1.47	6.31	1.76	0.00
4	55	10	8.72	20.92	1.77	10.86	3.60	0.00
4	55	11	1.18	12.16	1.59	15.50	5.27	0.00
4	55	12	-4.56	5.76	1.82	19.38	4.59	0.00
5	55	1	-6.91	3.70	2.22	13.07	3.96	0.00
5	55	2	-6.06	4.09	2.33	10.65	2.98	0.00
5	55	3	-0.82	10.59	1.66	11.17	2.47	0.00
5	55	4	6.94	17.83	1.45	8.50	2.53	0.00
5	55	5	13.57	25.49	1.27	6.06	1.89	0.00
5	55	6	18.39	30.01	1.44	11.31	3.29	0.00
5	55	7	21.61	32.45	1.19	9.69	2.54	0.00
5	55	8	22.33	32.57	1.51	6.58	2.52	0.00
5	55	9	17.63	28.98	1.47	6.31	1.76	0.00
5	55	10	8.72	20.92	1.77	10.86	3.60	0.00
5	55	11	1.18	12.16	1.59	15.50	5.27	0.00
5	55	12	-4.56	5.76	1.82	19.38	4.59	0.00
6	55	1	-6.91	3.70	2.22	13.07	3.96	0.00
6	55	2	-6.06	4.09	2.33	10.65	2.98	0.00
6	55	3	-0.82	10.59	1.66	11.17	2.47	0.00
6	55	4	6.94	17.83	1.45	8.50	2.53	0.00
6	55	5	13.57	25.49	1.27	6.06	1.89	0.00
6	55	6	18.39	30.01	1.44	11.31	3.29	0.00
6	55	7	21.61	32.45	1.19	9.69	2.54	0.00
6	55	8	22.33	32.57	1.51	6.58	2.52	0.00
6	55	9	17.63	28.98	1.47	6.31	1.76	0.00
6	55	10	8.72	20.92	1.77	10.86	3.60	0.00
6	55	11	1.18	12.16	1.59	15.50	5.27	0.00
6	55	12	-4.56	5.76	1.82	19.38	4.59	0.00
7	55	1	-6.91	3.70	2.22	13.07	3.96	0.00
7	55	2	-6.06	4.09	2.33	10.65	2.98	0.00
7	55	3	-0.82	10.59	1.66	11.17	2.47	0.00
7	55	4	6.94	17.83	1.45	8.50	2.53	0.00
7	55	5	13.57	25.49	1.27	6.06	1.89	0.00
7	55	6	18.39	30.01	1.44	11.31	3.29	0.00
7	55	7	21.61	32.45	1.19	9.69	2.54	0.00
7	55	8	22.33	32.57	1.51	6.58	2.52	0.00
7	55	9	17.63	28.98	1.47	6.31	1.76	0.00
7	55	10	8.72	20.92	1.77	10.86	3.60	0.00
7	55	11	1.18	12.16	1.59	15.50	5.27	0.00
7	55	12	-4.56	5.76	1.82	19.38	4.59	0.00
8	55	1	-6.91	3.70	2.22	13.07	3.96	0.00
8	55	2	-6.06	4.09	2.33	10.65	2.98	0.00
8	55	3	-0.82	10.59	1.66	11.17	2.47	0.00
8	55	4	6.94	17.83	1.45	8.50	2.53	0.00
8	55	5	13.57	25.49	1.27	6.06	1.89	0.00
8	55	6	18.39	30.01	1.44	11.31	3.29	0.00
8	55	7	21.61	32.45	1.19	9.69	2.54	0.00
8	55	8	22.33	32.57	1.51	6.58	2.52	0.00
8	55	9	17.63	28.98	1.47	6.31	1.76	0.00
8	55	10	8.72	20.92	1.77	10.86	3.60	0.00
8	55	11	1.18	12.16	1.59	15.50	5.27	0.00
8	55	12	-4.56	5.76	1.82	19.38	4.59	0.00
2	60	1	-9.20	1.41	2.22	10.58	3.20	0.00
2	60	2	-7.32	2.84	2.33	6.80	1.92	0.00
2	60	3	-2.18	9.22	1.66	12.16	2.70	0.00
2	60	4	5.55	16.44	1.45	12.92	3.86	0.00
2	60	5	13.34	25.25	1.27	8.70	2.67	0.00
2	60	6	18.83	30.46	1.44	10.31	3.05	0.00
2	60	7	21.14	31.98	1.19	13.09	3.44	0.00
2	60	8	21.32	31.55	1.51	8.13	3.15	0.00
2	60	9	17.63	28.98	1.47	5.95	1.70	0.00
2	60	10	9.07	21.27	1.77	7.58	2.49	0.00
2	60	11	-0.19	10.79	1.59	10.95	3.72	0.00
2	60	12	-7.46	2.87	1.82	13.09	3.11	0.00
3	60	1	-9.20	1.41	2.22	10.58	3.20	0.00
3	60	2	-7.32	2.84	2.33	6.80	1.92	0.00
3	60	3	-2.18	9.22	1.66	12.16	2.70	0.00
3	60	4	5.55	16.44	1.45	12.92	3.86	0.00
3	60	5	13.34	25.25	1.27	8.70	2.67	0.00
3	60	6	18.83	30.46	1.44	10.31	3.05	0.00
3	60	7	21.14	31.98	1.19	13.09	3.44	0.00
3	60	8	21.32	31.55	1.51	8.13	3.15	0.00
3	60	9	17.63	28.98	1.47	5.95	1.70	0.00
3	60	10	9.07	21.27	1.77	7.58	2.49	0.00
3	60	11	-0.19	10.79	1.59	10.95	3.72	0.00
3	60	12	-7.46	2.87	1.82	13.09	3.11	0.00
4	60	1	-9.20	1.41	2.22	10.58	3.20	0.00
4	60	2	-7.32	2.84	2.33	6.80	1.92	0.00
4	60	3	-2.18	9.22	1.66	12.16	2.70	0.00
4	60	4	5.55	16.44	1.45	12.92	3.86	0.00
4	60	5	13.34	25.25	1.27	8.70	2.67	0.00
4	60	6	18.83	30.46	1.44	10.31	3.05	0.00
4	60	7	21.14	31.98	1.19	13.09	3.44	0.00
4	60	8	21.32	31.55	1.51	8.13	3.15	0.00
4	60	9	17.63	28.98	1.47	5.95	1.70	0.00
4	60	10	9.07	21.27	1.77	7.58	2.49	0.00
4	60	11	-0.19	10.79	1.59	10.95	3.72	0.00
4	60	12	-7.46	2.87	1.82	13.09	3.11	0.00
5	60	1	-9.20	1.41	2.22	10.58	3.20	0.00
5	60	2	-7.32	2.84	2.33	6.80	1.92	0.00
5	60	3	-2.18	9.22	1.66	12.16	2.70	0.00
5	60	4	5.55	16.44	1.45	12.92	3.86	0.00
5	60	5	13.34	25.25	1.27	8.70	2.67	0.00
5	60	6	18.83	30.46	1.44	10.31	3.05	0.00
5	60	7	21.14	31.98	1.19	13.09	3.44	0.00
5	60	8	21.32	31.55	1.51	8.13	3.15	0.00
5	60	9	17.63	28.98	1.47	5.95	1.70	0.00
5	60	10	9.07	21.27	1.77	7.58	2.49	0.00
5	60	11	-0.19	10.79	1.59	10.95	3.72	0.00
5	60	12	-7.46	2.87	1.82	13.09	3.11	0.00
6	60	1	-9.20	1.41	2.22	10.58	3.20	0.00
6	60	2	-7.32	2.84	2.33	6.80	1.92	0.00
6	60	3	-2.18	9.22	1.66	12.16	2.70	0.00
6	60	4	5.55	16.44	1.45	12.92	3.86	0.00
6	60	5	13.34	25.25	1.27	8.70	2.67	0.00
6	60	6	18.83	30.46	1.44	10.31	3.05	0.00
6	60	7	21.14	31.98	1.19	13.09	3.44	0.00
6	60	8	21.32	31.55	1.51	8.13	3.15	0.00
6	60	9	17.63	28.98	1.47	5.95	1.70	0.00
6	60	10	9.07	21.27	1.77	7.58	2.49	0.00
6	60	11	-0.19	10.79	1.59	10.95	3.72	0.00
6	60	12	-7.46	2.87	1.82	13.09	3.11	0.00
7	60	1	-9.20	1.41	2.22	10.58	3.20	0.00
7	60	2	-7.32	2.84	2.33	6.80	1.92	0.00
7	60	3	-2.18	9.22	1.66	12.16	2.70	0.00
7	60	4	5.55	16.44	1.45	12.92	3.86	0.00
7	60	5	13.34	25.25	1.27	8.70	2.67	0.00
7	60	6	18.83	30.46	1.44	10.31	3.05	0.00
7	60	7	21.14	31.98	1.19	13.09	3.44	0.00
7	60	8	21.32	31.55	1.51	8.13	3.15	0.00
7	60	9	17.63	28.98	1.47	5.95	1.70	0.00
7	60	10	9.07	21.27	1.77	7.58	2.49	0.00
7	60	11	-0.19	10.79	1.59	10.95	3.72	0.00
7	60	12	-7.46	2.87	1.82	13.09	3.11	0.00
8	60	1	-9.20	1.41	2.22	10.58	3.20	0.00
8	60	2	-7.32	2.84	2.33	6.80	1.92	0.00
8	60	3	-2.18	9.22	1.66	12.16	2.70	0.00
8	60	4	5.55	16.44	1.45	12.92	3.86	0.00
8	60	5	13.34	25.25	1.27	8.70	2.67	0.00
8	60	6	18.83	30.46	1.44	10.31	3.05	0.00
8	60	7	21.14	31.98	1.19	13.09	3.44	0.00
8	60	8	21.32	31.55	1.51	8.13	3.15	0.00
8	60	9	17.63	28.98	1.47	5.95	1.70	0.00
8	60	10	9.07	21.27	1.77	7.58	2.49	0.00
8	60	11	-0.19	10.79	1.59	10.95	3.72	0.00
8	60	12	-7.46	2.87	1.82	13.09	3.11	0.00
2	65	1	-8.26	2.35	2.22	9.17	2.78	0.00
2	65	2	-6.54	3.62	2.33	8.09	2.27	0.00
2	65	3	-0.60	10.80	1.66	11.70	2.57	0.00
2	65	4	7.50	18.39	1.45	7.95	2.36	0.00
2	65	5	14.43	26.35	1.27	9.28	2.79	0.00
2	65	6	19.84	31.46	1.44	6.91	2.06	0.00
2	65	7	23.64	34.48	1.19	10.06	2.66	0.00
2	65	8	24.32	34.56	1.51	7.95	2.98	0.00
2	65	9	18.71	30.07	1.47	11.77	3.31	0.00
2	65	10	8.42	20.62	1.77	9.97	3.24	0.00
2	65	11	-0.27	10.70	1.59	16.24	5.55	0.00
2	65	12	-6.40	3.92	1.82	14.42	3.48	0.00
3	65	1	-8.26	2.35	2.22	9.17	2.78	0.00
3	65	2	-6.54	3.62	2.33	8.09	2.27	0.00
3	65	3	-0.60	10.80	1.66	11.70	2.57	0.00
3	65	4	7.50	18.39	1.45	7.95	2.36	0.00
3	65	5	14.43	26.35	1.27	9.28	2.79	0.00
3	65	6	19.84	31.46	1.44	6.91	2.06	0.00
3	65	7	23.64	34.48	1.19	10.06	2.66	0.00
3	65	8	24.32	34.56	1.51	7.95	2.98	0.00
3	65	9	18.71	30.07	1.47	11.77	3.31	0.00
3	65	10	8.42	20.62	1.77	9.97	3.24	0.00
3	65	11	-0.27	10.70	1.59	16.24	5.55	0.00
3	65	12	-6.40	3.92	1.82	14.42	3.48	0.00
4	65	1	-8.26	2.35	2.22	9.17	2.78	0.00
4	65	2	-6.54	3.62	2.33	8.09	2.27	0.00
4	65	3	-0.60	10.80	1.66	11.70	2.57	0.00
4	65	4	7.50	18.39	1.45	7.95	2.36	0.00
4	65	5	14.43	26.35	1.27	9.28	2.79	0.00
4	65	6	19.84	31.46	1.44	6.91	2.06	0.00
4	65	7	23.64	34.48	1.19	10.06	2.66	0.00
4	65	8	24.32	34.56	1.51	7.95	2.98	0.00
4	65	9	18.71	30.07	1.47	11.77	3.31	0.00
4	65	10	8.42	20.62	1.77	9.97	3.24	0.00
4	65	11	-0.27	10.70	1.59	16.24	5.55	0.00
4	65	12	-6.40	3.92	1.82	14.42	3.48	0.00
5	65	1	-8.26	2.35	2.22	9.17	2.78	0.00
5	65	2	-6.54	3.62	2.33	8.09	2.27	0.00
5	65	3	-0.60	10.80	1.66	11.70	2.57	0.00
5	65	4	7.50	18.39	1.45	7.95	2.36	0.00
5	65	5	14.43	26.35	1.27	9.28	2.79	0.00
5	65	6	19.84	31.46	1.44	6.91	2.06	0.00
5	65	7	23.64	34.48	1.19	10.06	2.66	0.00
5	65	8	24.32	34.56	1.51	7.95	2.98	0.00
5	65	9	18.71	30.07	1.47	11.77	3.31	0.00
5	65	10	8.42	20.62	1.77	9.97	3.24	0.00
5	65	11	-0.27	10.70	1.59	16.24	5.55	0.00
5	65	12	-6.40	3.92	1.82	14.42	3.48	0.00
6	65	1	-8.26	2.35	2.22	9.17	2.78	0.00
6	65	2	-6.54	3.62	2.33	8.09	2.27	0.00
6	65	3	-0.60	10.80	1.66	11.70	2.57	0.00
6	65	4	7.50	18.39	1.45	7.95	2.36	0.00
6	65	5	14.43	26.35	1.27	9.28	2.79	0.00
6	65	6	19.84	31.46	1.44	6.91	2.06	0.00
6	65	7	23.64	34.48	1.19	10.06	2.66	0.00
6	65	8	24.32	34.56	1.51	7.95	2.98	0.00
6	65	9	18.71	30.07	1.47	11.77	3.31	0.00
6	65	10	8.42	20.62	1.77	9.97	3.24	0.00
6	65	11	-0.27	10.70	1.59	16.24	5.55	0.00
6	65	12	-6.40	3.92	1.82	14.42	3.48	0.00
7	65	1	-8.26	2.35	2.22	9.17	2.78	0.00
7	65	2	-6.54	3.62	2.33	8.09	2.27	0.00
7	65	3	-0.60	10.80	1.66	11.70	2.57	0.00
7	65	4	7.50	18.39	1.45	7.95	2.36	0.00
7	65	5	14.43	26.35	1.27	9.28	2.79	0.00
7	65	6	19.84	31.46	1.44	6.91	2.06	0.00
7	65	7	23.64	34.48	1.19	10.06	2.66	0.00
7	65	8	24.32	34.56	1.51	7.95	2.98	0.00
7	65	9	18.71	30.07	1.47	11.77	3.31	0.00
7	65	10	8.42	20.62	1.77	9.97	3.24	0.00
7	65	11	-0.27	10.70	1.59	16.24	5.55	0.00
7	65	12	-6.40	3.92	1.82	14.42	3.48	0.00
8	65	1	-8.26	2.35	2.22	9.17	2.78	0.00
8	65	2	-6.54	3.62	2.33	8.09	2.27	0.00
8	65	3	-0.60	10.80	1.66	11.70	2.57	0.00
8	65	4	7.50	18.39	1.45	7.95	2.36	0.00
8	65	5	14.43	26.35	1.27	9.28	2.79	0.00
8	65	6	19.84	31.46	1.44	6.91	2.06	0.00
8	65	7	23.64	34.48	1.19	10.06	2.66	0.00
8	65	8	24.32	34.56	1.51	7.95	2.98	0.00
8	65	9	18.71	30.07	1.47	11.77	3.31	0.00
8	65	10	8.42	20.62	1.77	9.97	3.24	0.00
8	65	11	-0.27	10.70	1.59	16.24	5.55	0.00
8	65	12	-6.40	3.92	1.82	14.42	3.48	0.00
2	70	1	-6.48	4.13	2.22	8.10	2.49	0.00
2	70	2	-3.90	6.25	2.33	8.04	2.27	0.00
2	70	3	1.12	12.52	1.66	16.00	3.51	0.00
2	70	4	7.49	18.38	1.45	8.44	2.52	0.00
2	70	5	14.00	25.91	1.27	7.53	2.29	0.00
2	70	6	19.55	31.17	1.44	7.64	2.29	0.00
2	70	7	22.34	33.18	1.19	11.98	3.17	0.00
2	70	8	22.06	32.29	1.51	10.14	3.98	0.00
2	70	9	17.58	28.94	1.47	3.86	1.19	0.00
2	70	10	9.24	21.44	1.77	5.88	2.01	0.00
2	70	11	0.99	11.97	1.59	16.41	5.64	0.00
2	70	12	-5.44	4.89	1.82	8.14	2.07	0.00
3	70	1	-6.48	4.13	2.22	8.10	2.49	0.00
3	70	2	-3.90	6.25	2.33	8.04	2.27	0.00
3	70	3	1.12	12.52	1.66	16.00	3.51	0.00
3	70	4	7.49	18.38	1.45	8.44	2.52	0.00
3	70	5	14.00	25.91	1.27	7.53	2.29	0.00
3	70	6	19.55	31.17	1.44	7.64	2.29	0.00
3	70	7	22.34	33.18	1.19	11.98	3.17	0.00
3	70	8	22.06	32.29	1.51	10.14	3.98	0.00
3	70	9	17.58	28.94	1.47	3.86	1.19	0.00
3	70	10	9.24	21.44	1.77	5.88	2.01	0.00
3	70	11	0.99	11.97	1.59	16.41	5.64	0.00
3	70	12	-5.44	4.89	1.82	8.14	2.07	0.00
4	70	1	-6.48	4.13	2.22	8.10	2.49	0.00
4	70	2	-3.90	6.25	2.33	8.04	2.27	0.00
4	70	3	1.12	12.52	1.66	16.00	3.51	0.00
4	70	4	7.49	18.38	1.45	8.44	2.52	0.00
4	70	5	14.00	25.91	1.27	7.53	2.29	0.00
4	70	6	19.55	31.17	1.44	7.64	2.29	0.00
4	70	7	22.34	33.18	1.19	11.98	3.17	0.00
4	70	8	22.06	32.29	1.51	10.14	3.98	0.00
4	70	9	17.58	28.94	1.47	3.86	1.19	0.00
4	70	10	9.24	21.44	1.77	5.88	2.01	0.00
4	70	11	0.99	11.97	1.59	16.41	5.64	0.00
4	70	12	-5.44	4.89	1.82	8.14	2.07	0.00
5	70	1	-6.48	4.13	2.22	8.10	2.49	0.00
5	70	2	-3.90	6.25	2.33	8.04	2.27	0.00
5	70	3	1.12	12.52	1.66	16.00	3.51	0.00
5	70	4	7.49	18.38	1.45	8.44	2.52	0.00
5	70	5	14.00	25.91	1.27	7.53	2.29	0.00
5	70	6	19.55	31.17	1.44	7.64	2.29	0.00
5	70	7	22.34	33.18	1.19	11.98	3.17	0.00
5	70	8	22.06	32.29	1.51	10.14	3.98	0.00
5	70	9	17.58	28.94	1.47	3.86	1.19	0.00
5	70	10	9.24	21.44	1.77	5.88	2.01	0.00
5	70	11	0.99	11.97	1.59	16.41	5.64	0.00
5	70	12	-5.44	4.89	1.82	8.14	2.07	0.00
6	70	1	-6.48	4.13	2.22	8.10	2.49	0.00
6	70	2	-3.90	6.25	2.33	8.04	2.27	0.00
6	70	3	1.12	12.52	1.66	16.00	3.51	0.00
6	70	4	7.49	18.38	1.45	8.44	2.52	0.00
6	70	5	14.00	25.91	1.27	7.53	2.29	0.00
6	70	6	19.55	31.17	1.44	7.64	2.29	0.00
6	70	7	22.34	33.18	1.19	11.98	3.17	0.00
6	70	8	22.06	32.29	1.51	10.14	3.98	0.00
6	70	9	17.58	28.94	1.47	3.86	1.19	0.00
6	70	10	9.24	21.44	1.77	5.88	2.01	0.00
6	70	11	0.99	11.97	1.59	16.41	5.64	0.00
6	70	12	-5.44	4.89	1.82	8.14	2.07	0.00
7	70	1	-6.48	4.13	2.22	8.10	2.49	0.00
7	70	2	-3.90	6.25	2.33	8.04	2.27	0.00
7	70	3	1.12	12.52	1.66	16.00	3.51	0.00
7	70	4	7.49	18.38	1.45	8.44	2.52	0.00
7	70	5	14.00	25.91	1.27	7.53	2.29	0.00
7	70	6	19.55	31.17	1.44	7.64	2.29	0.00
7	70	7	22.34	33.18	1.19	11.98	3.17	0.00
7	70	8	22.06	32.29	1.51	10.14	3.98	0.00
7	70	9	17.58	28.94	1.47	3.86	1.19	0.00
7	70	10	9.24	21.44	1.77	5.88	2.01	0.00
7	70	11	0.99	11.97	1.59	16.41	5.64	0.00
7	70	12	-5.44	4.89	1.82	8.14	2.07	0.00
8	70	1	-6.48	4.13	2.22	8.10	2.49	0.00
8	70	2	-3.90	6.25	2.33	8.04	2.27	0.00
8	70	3	1.12	12.52	1.66	16.00	3.51	0.00
8	70	4	7.49	18.38	1.45	8.44	2.52	0.00
8	70	5	14.00	25.91	1.27	7.53	2.29	0.00
8	70	6	19.55	31.17	1.44	7.64	2.29	0.00
8	70	7	22.34	33.18	1.19	11.98	3.17	0.00
8	70	8	22.06	32.29	1.51	10.14	3.98	0.00
8	70	9	17.58	28.94	1.47	3.86	1.19	0.00
8	70	10	9.24	21.44	1.77	5.88	2.01	0.00
8	70	11	0.99	11.97	1.59	16.41	5.64	0.00
8	70	12	-5.44	4.89	1.82	8.14	2.07	0.00
2	75	1	-9.74	0.87	2.22	12.82	3.88	0.00
2	75	2	-6.95	3.20	2.33	9.18	2.58	0.00
2	75	3	0.58	11.98	1.66	13.30	2.92	0.00
2	75	4	8.99	19.88	1.45	8.20	2.44	0.00
2	75	5	15.62	27.53	1.28	7.70	2.33	0.00
2	75	6	20.51	32.14	1.44	7.66	2.28	0.00
2	75	7	22.81	33.66	1.19	10.80	2.86	0.00
2	75	8	22.13	32.37	1.51	9.93	3.85	0.00
2	75	9	17.84	29.18	1.47	5.38	1.58	0.00
2	75	10	10.45	22.66	1.77	6.82	2.28	0.00
2	75	11	2.31	13.29	1.59	15.82	5.39	0.00
2	75	12	-6.24	4.09	1.82	17.94	4.27	0.00
3	75	1	-9.74	0.87	2.22	12.82	3.88	0.00
3	75	2	-6.95	3.20	2.33	9.18	2.58	0.00
3	75	3	0.58	11.98	1.66	13.30	2.92	0.00
3	75	4	8.99	19.88	1.45	8.20	2.44	0.00
3	75	5	15.62	27.53	1.28	7.70	2.33	0.00
3	75	6	20.51	32.14	1.44	7.66	2.28	0.00
3	75	7	22.81	33.66	1.19	10.80	2.86	0.00
3	75	8	22.13	32.37	1.51	9.93	3.85	0.00
3	75	9	17.84	29.18	1.47	5.38	1.58	0.00
3	75	10	10.45	22.66	1.77	6.82	2.28	0.00
3	75	11	2.31	13.29	1.59	15.82	5.39	0.00
3	75	12	-6.24	4.09	1.82	17.94	4.27	0.00
4	75	1	-9.74	0.87	2.22	12.82	3.88	0.00
4	75	2	-6.95	3.20	2.33	9.18	2.58	0.00
4	75	3	0.58	11.98	1.66	13.30	2.92	0.00
4	75	4	8.99	19.88	1.45	8.20	2.44	0.00
4	75	5	15.62	27.53	1.28	7.70	2.33	0.00
4	75	6	20.51	32.14	1.44	7.66	2.28	0.00
4	75	7	22.81	33.66	1.19	10.80	2.86	0.00
4	75	8	22.13	32.37	1.51	9.93	3.85	0.00
4	75	9	17.84	29.18	1.47	5.38	1.58	0.00
4	75	10	10.45	22.66	1.77	6.82	2.28	0.00
4	75	11	2.31	13.29	1.59	15.82	5.39	0.00
4	75	12	-6.24	4.09	1.82	17.94	4.27	0.00
5	75	1	-9.74	0.87	2.22	12.82	3.88	0.00
5	75	2	-6.95	3.20	2.33	9.18	2.58	0.00
5	75	3	0.58	11.98	1.66	13.30	2.92	0.00
5	75	4	8.99	19.88	1.45	8.20	2.44	0.00
5	75	5	15.62	27.53	1.28	7.70	2.33	0.00
5	75	6	20.51	32.14	1.44	7.66	2.28	0.00
5	75	7	22.81	33.66	1.19	10.80	2.86	0.00
5	75	8	22.13	32.37	1.51	9.93	3.85	0.00
5	75	9	17.84	29.18	1.47	5.38	1.58	0.00
5	75	10	10.45	22.66	1.77	6.82	2.28	0.00
5	75	11	2.31	13.29	1.59	15.82	5.39	0.00
5	75	12	-6.24	4.09	1.82	17.94	4.27	0.00
6	75	1	-9.74	0.87	2.22	12.82	3.88	0.00
6	75	2	-6.95	3.20	2.33	9.18	2.58	0.00
6	75	3	0.58	11.98	1.66	13.30	2.92	0.00
6	75	4	8.99	19.88	1.45	8.20	2.44	0.00
6	75	5	15.62	27.53	1.28	7.70	2.33	0.00
6	75	6	20.51	32.14	1.44	7.66	2.28	0.00
6	75	7	22.81	33.66	1.19	10.80	2.86	0.00
6	75	8	22.13	32.37	1.51	9.93	3.85	0.00
6	75	9	17.84	29.18	1.47	5.38	1.58	0.00
6	75	10	10.45	22.66	1.77	6.82	2.28	0.00
6	75	11	2.31	13.29	1.59	15.82	5.39	0.00
6	75	12	-6.24	4.09	1.82	17.94	4.27	0.00
7	75	1	-9.74	0.87	2.22	12.82	3.88	0.00
7	75	2	-6.95	3.20	2.33	9.18	2.58	0.00
7	75	3	0.58	11.98	1.66	13.30	2.92	0.00
7	75	4	8.99	19.88	1.45	8.20	2.44	0.00
7	75	5	15.62	27.53	1.28	7.70	2.33	0.00
7	75	6	20.51	32.14	1.44	7.66	2.28	0.00
7	75	7	22.81	33.66	1.19	10.80	2.86	0.00
7	75	8	22.13	32.37	1.51	9.93	3.85	0.00
7	75	9	17.84	29.18	1.47	5.38	1.58	0.00
7	75	10	10.45	22.66	1.77	6.82	2.28	0.00
7	75	11	2.31	13.29	1.59	15.82	5.39	0.00
7	75	12	-6.24	4.09	1.82	17.94	4.27	0.00
8	75	1	-9.74	0.87	2.22	12.82	3.88	0.00
8	75	2	-6.95	3.20	2.33	9.18	2.58	0.00
8	75	3	0.58	11.98	1.66	13.30	2.92	0.00
8	75	4	8.99	19.88	1.45	8.20	2.44	0.00
8	75	5	15.62	27.53	1.28	7.70	2.33	0.00
8	75	6	20.51	32.14	1.44	7.66	2.28	0.00
8	75	7	22.81	33.66	1.19	10.80	2.86	0.00
8	75	8	22.13	32.37	1.51	9.93	3.85	0.00
8	75	9	17.84	29.18	1.47	5.38	1.58	0.00
8	75	10	10.45	22.66	1.77	6.82	2.28	0.00
8	75	11	2.31	13.29	1.59	15.82	5.39	0.00
8	75	12	-6.24	4.09	1.82	17.94	4.27	0.00
2	80	1	-4.48	6.12	2.22	11.16	3.41	0.00
2	80	2	-4.14	6.01	2.33	11.38	3.18	0.00
2	80	3	0.79	12.19	1.66	11.45	2.55	0.00
2	80	4	8.67	19.56	1.45	13.12	3.92	0.00
2	80	5	15.40	27.31	1.27	12.01	3.62	0.00
2	80	6	20.16	31.79	1.44	8.03	2.38	0.00
2	80	7	23.41	34.25	1.19	10.25	2.72	0.00
2	80	8	23.97	34.21	1.51	9.91	3.82	0.00
2	80	9	18.69	30.04	1.47	6.36	1.80	0.00
2	80	10	9.41	21.61	1.77	13.46	4.48	0.00
2	80	11	2.45	13.42	1.59	15.35	5.24	0.00
2	80	12	-2.34	7.99	1.82	15.80	3.77	0.00
3	80	1	-4.48	6.12	2.22	11.16	3.41	0.00
3	80	2	-4.14	6.01	2.33	11.38	3.18	0.00
3	80	3	0.79	12.19	1.66	11.45	2.55	0.00
3	80	4	8.67	19.56	1.45	13.12	3.92	0.00
3	80	5	15.40	27.31	1.27	12.01	3.62	0.00
3	80	6	20.16	31.79	1.44	8.03	2.38	0.00
3	80	7	23.41	34.25	1.19	10.25	2.72	0.00
3	80	8	23.97	34.21	1.51	9.91	3.82	0.00
3	80	9	18.69	30.04	1.47	6.36	1.80	0.00
3	80	10	9.41	21.61	1.77	13.46	4.48	0.00
3	80	11	2.45	13.42	1.59	15.35	5.24	0.00
3	80	12	-2.34	7.99	1.82	15.80	3.77	0.00
4	80	1	-4.48	6.12	2.22	11.16	3.41	0.00
4	80	2	-4.14	6.01	2.33	11.38	3.18	0.00
